pmid,Intervention,labels,detail
37269841,"['[177 Lu]Lu-PSMA-617 plus protocol-permitted standard of care ([177 Lu]Lu-PSMA-617 group)', 'Standard of care alone (control group)']","['Drug', 'Control']",{}
37269192,"['6-month exercise intervention', 'attention-control']","['Physical', 'Control']","{'6-month exercise intervention': [{'exercise_activity_type': 'six‐month exercise program'}, {'exercise_activity_type': 'recreational activities'}, {'exercise_activity_type': 'moderate-intensity aerobic', 'dosage': '150 min/week'}], 'attention-control': [{'delivery_method': 'attention‐control group'}, {'delivery_method': 'Weekly phone calls'}]}"
37267303,"['Esketamine (K group)', 'Non-eskatamine (C group)', 'Loading dose of 0.25 mg/kg followed by continuous infusion at a rate of 0.12 mg.kg-1.h-1', 'Equivalent volume of normal saline infused in C group']","['Drug', 'Drug', 'Drug', 'Control']",{}
37264741,"['logistic regression models', 'machine learning models (LASSO regression model and support vector machine (SVM))', 'CKB, Gail, and Tyrer-Cuzick models']","['None', 'I_Other', 'Educational']",{}
37260158,"['pamiparib 60mg orally (PO) twice daily (BID)', 'placebo PO BID']","['Drug', 'Control']","{'pamiparib 60mg orally (PO) twice daily (BID)': [{'dosage': '60 mg'}], 'placebo PO BID': [{'dosage': '60 mg'}]}"
37257115,"['Construction and validation of a predictive clinical model for overall survival (OS) in postoperative breast cancer brain metastasis patients', 'LASSO Cox regression analysis to determine fundamental clinical predictive indicators', 'Nomogram construction for OS prediction']","['None', 'None', 'Educational']",{}
37256623,"['Surgeon-palliative care team comanagement', 'Surgeon-alone management', 'Palliative care consultation based on National Comprehensive Cancer Network-recommended triggers']","['Surgical', 'Surgical', 'Educational']",{}
37253902,"['SCP-based counseling intervention with goal-setting designed to improve control of cardiovascular risk factors (i.e., hypertension, dyslipidemia, diabetes)']",['Psychological'],{'goal-setting': [{'delivery_method': 'video-based counseling or telephone alternative (audio only)'}]}
37249000,"['CALM (managing cancer and living meaningfully), a psychological intervention with semi-structured interviews', 'Usual care plus usual health education']","['Psychological', 'Educational']",{'CALM': [{'delivery_method': 'hospital-based'}]}
37248668,['chemoradiotherapy (S-1 concurrent radiotherapy) with or without induction chemotherapy using gemcitabine'],['Drug'],{'induction chemotherapy': [{'dosage': 'gemcitabine for 12 weeks'}]}
37239495,"['Smartphone-Based Cancer and Obesity Prevention Education (SCOPE) program', 'tailored and culturally appropriate educational information for obesity and breast cancer prevention delivered by the research team via WeChat', 'control group received non-tailored general health information via WeChat']","['Educational', 'Educational', 'Control']",{}
37232493,"['Home-based self-sampling kits for HPV testing', 'Randomized controlled trial evaluating kit effectiveness']","['Physical', 'Control']",{}
37232070,"['Combination therapy: 5-fluorouracil [5-FU]/oxaliplatin, capecitabine/oxaliplatin, capecitabine/cisplatin, or S-1/cisplatin', 'Monotherapy: 5-FU, capecitabine, or S-1']","['Drug', 'Drug']",{}
37231417,"['Use of the HELP decision aid brochure', 'Decision coaching session']","['Educational', 'Educational']",{}
37226534,"['2-3 cycles of gemcitabine, dexamethasone, and cisplatin (GDP)', 'dexamethasone, cytarabine, and cisplatin (DHAP)']","['Drug', 'Drug']",{}
37226476,['construction of a composite differential diagnostic model using radiomics signatures from thin-section computed tomography (CT) images of the chest combined with clinical features'],['None'],{}
37226421,"['cisplatin plus pemetrexed followed by pemetrexed', 'bevacizumab added to pemetrexed as maintenance therapy', 'induction chemotherapy with cisplatin, pemetrexed, and bevacizumab every 3 weeks for four cycles']","['Drug', 'Drug', 'Drug']",{}
37226020,"['paclitaxel and bevacizumab', 'ESR1 mutations']","['Drug', 'I_Other']","{'paclitaxel and bevacizumab': [{'dosage': 'paclitaxel (day 1, 8, and 15) plus bevacizumab (days 1 and 15)'}]}"
37225860,"['standard neoadjuvant treatment alone', 'combination of standard neoadjuvant treatment and delta-tocotrienol']","['Surgical', 'Drug']",{'combination of standard neoadjuvant treatment and delta-tocotrienol': [{'dosage': '300 mg oral three times a day'}]}
37220893,"['paclitaxel alone', 'combined to bevacizumab']","['Drug', 'Drug']",{}
37218517,"['Indocyanine green fluorescence imaging (ICG-FI) for blood flow evaluation', 'No ICG-FI for blood flow evaluation']","['Physical', 'Control']",{}
26403252,"['Web-based resource providing individually tailored information regarding cancer treatment history, late effects risk, and resources', 'Standard of care (physician counseling)']","['Educational', 'Educational']",{}
27318221,"['Cognitive behavior therapy for insomnia (CBT-I)', 'Wake-promoting medication (armodafinil)', 'Placebo', 'Armodafinil alone', 'CBT-I and armodafinil combined']","['Psychological', 'Drug', 'Control', 'Drug', 'Psychological']","{'Wake-promoting medication (armodafinil)': [{'dosage': '50, 150, or 250 mg tablets'}]}"
26907917,"['Passive-scattering proton therapy (PT) (n=10)', 'Intensity modulated radiation therapy (IMRT) (n=10)']","['Surgical', 'Surgical']","{'Passive-scattering proton therapy (PT) (n=10)': [{'surgical_technique': 'rigidly registered to planning CT by aligning fiducial markers, including rotations defined by bony-anatomy landmarks in coccyx, iliac crest and pubic symphysis, in addition to translation defined by average marker positions'}], 'Intensity modulated radiation therapy (IMRT) (n=10)': [{'surgical_technique': 'rigidly registered to planning CT by aligning fiducial markers, no rotation included as currently practiced in our institution'}]}"
26819954,"['multiplex immunobased assay platform (Becton Dickinson) allowing simultaneous measurement of six serum markers: CA125, HE4, glycodelin, mesothelin, matrix metalloproteinase 7 (MMP7), and cytokeratin 19 fragment (CYFRA 21-1)']",['Drug'],{}
26725184,"['150 mg of erlotinib orally daily (arm 1)', 'Erlotinib plus four cycles of carboplatin and paclitaxel (arm 2)']","['Drug', 'Drug']",{}
26724840,"['PSA ≥ 3.0+SB', 'PSA ≥ 3.0+MRI+TB', 'PSA ≥ 1.8+MRI+TB']","['Control', 'Surgical', 'Physical']",{}
26723241,"['Prophylactic cranial irradiation (PCI)', 'Sunitinib', 'Placebo', 'Platinum-based systemic therapy']","['Surgical', 'Drug', 'Control', 'Drug']","{'Prophylactic cranial irradiation (PCI)': [{'surgical_technique': '25 Gy in ten 2.5-Gy fractions to a standard whole brain volume, within 4–6 weeks following the last cycle of chemotherapy'}], 'Sunitinib': [{'dosage': 'to be held for 2 days prior, during, and 2 days after the completion of PCI'}]}"
26719232,"['standard of care (hormone therapy) alone', 'standard of care plus zoledronic acid', 'standard of care plus docetaxel', 'standard of care with both zoledronic acid and docetaxel']","['Drug', 'Drug', 'Drug', 'Drug']","{'standard of care plus zoledronic acid': [{'dosage': '4 mg for six 3-weekly cycles, then 4-weekly until 2 years'}], 'standard of care plus docetaxel': [{'dosage': '75 mg/m2 for six 3-weekly cycles with prednisolone (10 mg) daily, and standard premedication before each injection'}], 'standard of care with both zoledronic acid and docetaxel': [{'dosage': '4 mg for six 3-weekly cycles, then 4-weekly until 2 years; 75 mg/m2 for six 3-weekly cycles with prednisolone (10 mg) daily, and standard premedication before each injection'}]}"
26707868,"['LHRHa as per local practice', 'OP (FemSeven 100μg/24h patches)']","['Drug', 'Drug']","{'OP (FemSeven 100?g/24h patches)': [{'dosage': 'four FemSeven patches (100 μg/24 h) changed twice weekly during the first 4 wks, then reduced to three patches changed twice weekly provided testosterone levels were ≤1.7 nmol/l'}]}"
26707054,"['Annual multimodal screening (MMS) with serum CA125 interpreted with use of the risk of ovarian cancer algorithm', 'Annual transvaginal ultrasound screening (USS)', 'No screening']","['Control', 'Surgical', 'Control']",{'Annual transvaginal ultrasound screening (USS)': [{'surgical_technique': '-'}]}
26706665,"['Weight loss intervention', 'Metformin', 'Placebo']","['Physical', 'Drug', 'Control']","{'Weight loss intervention': [{'exercise_activity_type': 'portion control, number of food group servings per day, healthy eating'}]}"
26702772,"['adjuvant XELOX (capecitabine, oxaliplatin)', 'modified FOLFOX6 (5-fluorouracil, leucovorin, oxaliplatin)']","['Drug', 'Drug']","{'adjuvant XELOX (capecitabine, oxaliplatin)': [{'dosage': '825 mg/m2 twice daily'}]}"
26700703,"['Induction chemoradiation', 'Bladder-preserving therapy with chemoradiation therapy (chemo-RT) to full dose (60-64 Gy)']","['Drug', 'Drug']",{}
26697487,"['pharmaceutical intervention (PI)', 'information booklets', '30 min face-to-face medication education', 'psychological counseling by clinical pharmacists, 2 sessions per week for 2 months']","['Drug', 'Educational', 'Educational', 'Psychological']","{'pharmaceutical intervention (PI)': [{'dosage': '-'}], 'psychological counseling': [{'delivery_method': 'face-to-face medication education and psychological counseling service provided by clinical pharmacist, 2 sessions per week for 2 months. Each session lasted for approximately 30 minutes.'}]}"
26694748,"['additional support by specialized oncology nurses for eight weeks after discharge from hospital by telephone', 'symptom monitoring, counselling on self-assessment and self-management and dealing with individual resources for coping and psychosocial well-being']","['Educational', 'Psychological']",{}
26686362,"['Preoperative single fraction low dose radiation (2 Gy) prescribed to their primary tumour', 'No radiation', 'External beam radiotherapy using 3D radiotherapy or intensity-modulated radiation technique (IMRT) 7 days prior to surgical resection']","['Surgical', 'Control', 'Surgical']",{}
26686313,"['1 mg oral anastrozole', '20 mg oral tamoxifen']","['Drug', 'Drug']",{}
26685010,"['abiraterone acetate in combination with prednisone', 'initial androgen-deprivation therapy']","['Drug', 'Drug']",{}
26681680,"['S-1 at 40, 50, or 60 mg according to body surface area plus LV 25 mg, both given orally twice daily for 1 week, repeated every 2 weeks (SL group)', 'S-1 monotherapy at the same dose as the SL group for 4 weeks, repeated every 6 weeks (S-1 group)']","['Drug', 'Drug']","{'S-1': [{'dosage': [{'body_surface_area': '<1.25 m2', 'dose': '40 mg'}, {'body_surface_area': '1.25 to <1.5 m2', 'dose': '50 mg'}, {'body_surface_area': '≥1.5 m2', 'dose': '60 mg'}]}], 'LV': [{'dosage': '25 mg'}], 'S-1 monotherapy': [{'dosage': 'same as S-1'}]}"
26680603,"['tea consumption', 'green tea drinking']","['Physical', 'Physical']",{}
26680217,"['supplementary leaflet summarising the gist of the key information', ""narrative leaflet describing people's stories"", 'general practice endorsement of the programme on the invitation letter', 'enhanced reminder letter with a banner that reiterated the screening offer']","['Educational', 'Educational', 'Educational', 'Educational']",{}
26678954,"['Biennial invitations for prostate specific antigen testing until age 70', 'Further evaluation including biopsy for men with PSA above threshold of 2.5 ng/ml']","['Drug', 'Surgical']",{}
26678611,"['interactive motor adaptation balance training program', 'wearable sensors for providing real-time visual/auditory feedback']","['Physical', 'Physical']","{'interactive motor adaptation balance training program': [{'exercise_activity_type': 'balance training'}, {'exercise_activity_type': 'obstacle crossing with progressive increase in obstacle height (10%, 15%, 20% of leg length) and cognitive challenge by alternating legs'}], 'wearable sensors for providing real-time visual/auditory feedback': [{'exercise_activity_type': 'walking'}]}"
26674353,"['high-risk (hr) HPV testing', 'liquid-based cytology (LBC)', 'Digene Hybrid Capture® 2 High-Risk HPV DNA Test® (HC2)', 'Roche cobas® 4800 HPV Test (COBAS)']","['Drug', 'Surgical', 'Drug', 'Drug']",{}
26673577,"['Nab-paclitaxel with gemcitabine or carboplatin', 'Gemcitabine/carboplatin (control arm)']","['Drug', 'Control']",{}
26672085,"['bevacizumab with chemotherapy', 'topotecan']","['Drug', 'Drug']","{'bevacizumab with chemotherapy': [{'dosage': '15 mg/kg'}], 'topotecan': [{'dosage': '0.75 mg/m2 over 30 minutes days 1-3'}]}"
26671747,"['H. pylori eradication', 'endoscopic resection (ER)']","['Drug', 'Surgical']","{'H. pylori eradication': [{'dosage': 'lansoprazole 30 mg, amoxicillin 750 mg, clarithromycin 200 mg two times daily for 1 week'}, {'dosage': 'lansoprazole 30 mg, amoxicillin 750 mg, and metronidazole 250 mg, all two times daily for 1 week'}]}"
26667449,"['letrozole at 2.5 mg once daily (QD, standard dose arm)', 'letrozole at 2.5 mg every Monday, Wednesday, and Friday (Q-MWF)', 'letrozole at 1.0 mg Q-MWF', 'letrozole at 0.25 mg Q-MWF']","['Drug', 'Drug', 'Drug', 'Drug']","{'letrozole at 2.5 mg every Monday, Wednesday, and Friday (Q-MWF)': [{'dosage': '2.5 mg Q-MWF'}], 'letrozole at 1.0 mg Q-MWF': [{'dosage': '1.0 mg Q-MWF'}], 'letrozole at 0.25 mg Q-MWF': [{'dosage': '0.25 mg Q-MWF'}], 'letrozole at 2.5 mg once daily (QD, standard dose arm)': [{'dosage': '2.5 mg once daily'}]}"
26667358,"['telephone-based, four-session Cancer Survivorship Intervention-Sexual Health (CSI-SH)']",['Educational'],{}
26657657,['BEV-CAP (bevacizumab plus capecitabine)'],['Drug'],"{'BEV-CAP (bevacizumab plus capecitabine)': [{'dosage': '75% of the starting dose at first occurrence of grade 2 or 3 HFS, and to 50% of the starting dose at second occurrence.'}]}"
26656336,"['Intravenous solutions within a goal-directed algorithm to optimize hemodynamic therapy', 'Fresh frozen plasma transfusion', 'Artificial infusion solutions']","['Physical', 'Drug', 'Drug']",{'Intravenous solutions within a goal-directed algorithm to optimize hemodynamic therapy': [{'dosage': '200 mL'}]}
26655430,"['12-week culturally targeted multimodal lifestyle intervention', 'Nutrition education', 'Exercise groups', 'Survivor-led motivational interviewing phone sessions']","['Physical', 'Educational', 'Physical', 'Psychological']",{}
26651471,"['Internet-based physical activity intervention', 'Active control arm']","['Physical', 'Control']","{'Internet-based physical activity intervention': [{'exercise_activity_type': 'computer-based program'}, {'exercise_activity_type': 'moderate intensity'}, {'exercise_activity_type': 'self-monitoring of physical activity; message board to interact with other participants and study staff; graph to show the participant’s progress in comparison to other women in the study; personalized physical activity goal; a place to see all the emails sent from the study; and information and resources regarding physical activity and breast cancer'}, {'exercise_activity_type': 'moderate intensity', 'delivery_method': ['personalized starting physical activity goal', 'detailed plan uploaded to participant’s website', 'call with psychologist at week 2 for progress review and new goal setting', 'automated emails per week for 3 months including brief tips, facts about physical activity and breast cancer, motivational materials, and individually tailored feedback reports based on monthly online questionnaires']}]}"
26650825,"['non-pharmacological self-management (SM) program', 'abdominal massage', 'abdominal muscle stretching', 'education on proper defecation position']","['Physical', 'Physical', 'Physical', 'Educational']","{'non-pharmacological self-management (SM) program': [{'delivery_method': 'general self-care information'}, {'delivery_method': 'illustrated guide'}], 'abdominal massage': [{'dosage': 'constant moderate pressure using two or three fingers', 'exercise_activity_type': 'clockwise circular movements over the colon', 'frequency': '10 times per day', 'duration': 'approximately 1 min per pass'}]}"
26650571,['Medicaid coverage'],['I_Other'],{}
26649138,"['H2O2-treated lymphocytes', 'PCR-RFLP method for studying polymorphism in DNA repair genes']","['Physical', 'I_Other']",{}
26646759,"['Afatinib plus paclitaxel', 'Single-agent chemotherapy']","['Drug', 'Drug']",{}
26645413,"['LDCT screening for lung cancer', 'Usual care (control group)']","['Physical', 'Control']","{'LDCT screening for lung cancer': [{'delivery_method': '-999', 'surgical_technique': '-999', 'dosage': '-999'}]}"
26645407,"['Subcutaneous (SC) trastuzumab at a fixed dose of 600 mg', 'Intravenous (IV) trastuzumab based on weight']","['Drug', 'Drug']",{'Subcutaneous (SC) trastuzumab at a fixed dose of 600 mg': [{'dosage': 'fixed dose of 600 mg'}]}
26644535,"['Pregabalin versus placebo in a double-blind randomized trial', 'Doses of pregabalin and placebo were increased over 4 weeks']","['Drug', 'Drug']",{}
26644265,"['Technology-based 6-month lifestyle intervention via either telemedicine or text messaging', 'Telemedicine arm received weekly phone calls, with weights tracked online using Withings© Wi-Fi scales', 'Text arm received 3-5 personalized messages daily via Text4Diet™', 'Participants maintained a 1200-1800 calorie/day diet, self-monitored food intake and received exercise goals']","['Physical', 'Physical', 'Educational', 'Physical']",{}
26643072,"['RESTORE (web-based resource)', 'Leaflet (control)']","['Educational', 'Control']",{}
26633806,"['Chemotherapy (CT)', 'Zoledronic acid (4 mg) administered three to four times weekly for 7 weeks']","['Drug', 'Drug']",{}
26630576,"['doxorubicin (n = 18)', 'docetaxel (n = 22)']","['Drug', 'Drug']",{}
26625004,"['12 weeks of paclitaxel and trastuzumab followed by four cycles of doxorubicin and cyclophosphamide (abbreviated Arm)', '1 year of trastuzumab-based therapy (conventional Arm)']","['Drug', 'Drug']","{'trastuzumab': [{'dosage': '4 mg kg−1 loading dose in week 1 followed by 2 mg kg−1 weekly through week 10 (TH)'}], 'doxorubicin': [{'dosage': '60 mg m−2 and cyclophosphamide 600 mg m−2 on day 1 every 3 weeks for four cycles'}], 'cyclophosphamide': [{'dosage': '60 mg m−2 and doxorubicin 600 mg m−2 on day 1 every 3 weeks for four cycles'}], '1 year of trastuzumab-based therapy (conventional Arm)': [{'dosage': '4 mg kg−1 loading dose in week 1 followed by 2 mg kg−1 weekly for 1 year'}]}"
26621521,"['YOCAS©® yoga', 'standard care (SC)']","['Physical', 'Control']",{'YOCASï¿½ï¿½ yoga': [{'exercise_activity_type': 'yoga'}]}
26621127,"['Health educator providing CRC information at a table', 'Tour through a giant inflatable, walk-through colon model with physical depictions of healthy tissue, polyps, and CRC']","['Educational', 'Educational']",{}
26620555,"['Transumbilical single incision plus one port laparoscopic surgery (SILS plus one) group', 'Conventional laparoscopic surgery (CLS) group']","['Surgical', 'Surgical']",{}
26620120,['one-time sigmoidoscopy screening'],['Surgical'],{}
26617438,"['Xiao-Ai-Tong (XAT) alone', 'combination of XAT and morphine']","['Drug', 'Drug']",{}
26608978,"['Nutrition support team (NST) management', 'Control group with supervision by radiotherapy practitioners']","['Physical', 'Control']","{'Nutrition support team (NST) management': [{'dosage': 'energy intake goal was 30–35 kcal·kg−1·d−1, protein: 1.5 g/kg (20%), fat: 1.3 g/kg (40%), and carbohydrates: 3 g/kg (40%)'}]}"
26608727,"['direct access to low-dose computed tomography (LDCT) from general practice', '1 h lung cancer update meeting']","['Physical', 'Educational']","{'direct access to low-dose computed tomography (LDCT) from general practice': [{'delivery_method': 'technological upgrade combined with CME meeting on lung cancer diagnostics'}, {'delivery_method': 'small-group-based CME meeting'}]}"
26602701,"['16-week culturally adapted exercise program', '16-week non-culturally adapted standard exercise intervention', 'Wait-list control group']","['Physical', 'Physical', 'Control']","{'16-week culturally adapted exercise program': [{'exercise_activity_type': 'aerobic exercise, muscular strength, flexibility training', 'delivery_method': 'primarily home-based', 'intensity_levels': 'consistent with ACSM guidelines', 'duration_levels': '16 weeks', 'supplied_materials': 'two sets of resistance bands, a pedometer, an exercise book and a video with the prescribed exercises'}, {'delivery_method': 'biweekly phone calls', 'exercise_activity_type': 'salsa dancing'}], '16-week non-culturally adapted standard exercise intervention': [{'exercise_activity_type': 'aerobic exercise, muscular strength, flexibility training', 'delivery_method': 'primarily home-based', 'intensity_levels': 'consistent with ACSM guidelines', 'duration_levels': '16 weeks', 'supplied_materials': 'two sets of resistance bands, a pedometer, an exercise book and a video with the prescribed exercises'}, {'delivery_method': 'biweekly newsletters'}]}"
26599904,"['Oral icotinib (125 mg tablet, three times per day)']",['Drug'],{}
26597808,"[""'Caring for Couples Coping with Cancer '4Cs' Programme"", 'six individual sessions to be delivered by the researcher/therapists over 6 weeks', 'programme contents: primary stressors, secondary stressors, dyadic mediator, dyadic appraisal, dyadic coping, programme overview']","['Educational', 'Psychological', 'Psychological']",{}
26596801,"['Intraperitoneal implantation of sustained-release 5-fluorouracil (600 mg) as local chemotherapy for experimental group', 'No local chemotherapy for control group']","['Drug', 'Control']",{'sustained-release 5-fluorouracil': [{'dosage': '600-mg'}]}
26590903,"['Six weeks of home feeding through a jejunostomy providing 50% of energy and protein requirements, in addition to usual oral intake (intervention group)', 'Treatment as usual (control group)']","['Physical', 'Control']",{}
26590813,['tamoxifen and/or letrozole for 5 years'],['Drug'],"{'tamoxifen and/or letrozole for 5 years': [{'dosage': '20 mg daily (tamoxifen) / 2.5mg daily (letrozole)'}, {'dosage': 'monotherapy'}]}"
26589718,"['early (8-10 days after resection, before starting adjuvant therapy) versus late (~26 weeks after resection and completion of adjuvant therapy) stoma closure']",['Surgical'],"{'stoma closure': [{'surgical_technique': 'centre standard of care'}, {'surgical_technique': 'stoma closure between day 8 and 10 after LAR for early group (experimental) and late group (standard) - stoma closure after adjuvant chemotherapy around week 26 after LAR.'}, {'surgical_technique': 'early'}]}"
26588217,"['Ultrasound-assisted thoracic paravertebral block', 'Propofol general anesthesia', 'Sevoflurane general anesthesia with fentanyl']","['Surgical', 'Drug', 'Drug']","{'Propofol general anesthesia': [{'dosage': 'effect site concentration 2.5–4.0 μg/ml, Marsh model'}], 'Sevoflurane general anesthesia with fentanyl': [{'dosage': '2% sevoflurane and intravenous fentanyl'}, {'dosage': '-'}]}"
26586494,"['Mindfulness-based stress reduction (MBSR)', 'Fatigue education and support (ES)']","['Psychological', 'Educational']","{'Mindfulness-based stress reduction (MBSR)': [{'delivery_method': 'didactic instruction and interactive group discussion'}, {'delivery_method': 'ES sessions', 'topics': ['fatigue', 'challenges faced during survivorship', 'strategies for symptom self-management', 'eating to maximize energy', 'increasing physical activity', 'survivorship care planning'], 'home_practice': 'weekly readings and logs'}, {'delivery_method': 'FFMQ'}]}"
26580449,"['community-based randomized intervention trial', 'promote breast and cervical cancer screening']","['Control', 'Educational']",{}
26577690,['RESTORE: web-based tool to enhance self-efficacy to manage cancer-related fatigue'],['Educational'],{}
26577506,"['0.625 mg conjugated equine estrogen plus 2.5 mg medroxyprogesterone acetate (n = 8506)', 'placebo (n = 8102)']","['Drug', 'Control']",{}
26576807,"['Minimally invasive thoraco-laparoscopic oesophagectomy', 'Open three-stage transthoracic oesophagectomy']","['Surgical', 'Surgical']","{'Minimally invasive thoraco-laparoscopic oesophagectomy': [{'surgical_technique': 'three-stage procedure, right posterolateral thoracotomy, division of mediastinal pleura with electrotome, circumferential mobilisation of thoracic oesophagus and peri-oesophageal tissue from diaphragm to inlet of thorax, division of greater curvature and short gastric vessels using ultrasonic coagulating shears, division of gastrocolic omentum preserving right gastroepiploic artery, division of posterior attachments of stomach after anterior retraction, division of left gastric vessel at origin from coeliac trunk with sutures including lymphatic tissues in resection, dissection of abdominal oesophagus toward distal end, no routine pyloroplasty, inspection for haemostasis and closure of incisions, cervical incision and anastomosis like MIO'}]}"
26573809,"['Educational materials plus coach training', 'Printed educational materials only (control group)']","['Educational', 'Control']",{}
26567010,"['eribulin (1.4 mg/m(2) intravenously on days 1 and 8)', 'capecitabine (1.25 g/m(2) orally twice daily on days 1-14)']","['Drug', 'Drug']","{'eribulin (1.4 mg/m(2) intravenously on days 1 and 8)': [{'dosage': '1.4 mg/m2'}], 'capecitabine (1.25 g/m(2) orally twice daily on days 1-14)': [{'dosage': '1.25 g/m2'}]}"
26559156,['Fruit and vegetable intake measured using a self-reported dietary questionnaire'],['Educational'],{}
26557471,"['9-session in-person culturally-based ¡Cocinar para su salud! dietary modification program', 'Control arm: written materials']","['Educational', 'Control']",{}
26556955,"['Intrathecal continuous infusion of morphine', 'Intrathecal morphine and ropivacaine']","['Drug', 'Drug']",{'Intrathecal continuous infusion of morphine': [{'dosage': 'obtained from the preoperative morphine injection using an oral-intrathecal ratio of 300 : 1'}]}
26547304,"['theatrical production (When Cancer Calls...)', '80-minute video', 'control video on cancer nutrition and diet']","['Educational', 'Educational', 'Control']",{}
26545405,"['four NSABP protocols', 'B-34', 'B-30', 'B-38', 'B-31', 'doxorubicin/cyclophosphamide']","['Control', 'None', 'None', 'None', 'None', 'Drug']",{}
26542272,"['Cognitive behavioral therapy for insomnia (CBT-I)', 'Armodafinil (A), a wakefulness-promoting agent', 'Four-arm factorial study with CBTI-I (yes/no) versus A (yes/no)']","['Psychological', 'Drug', 'Psychological']",{}
26539769,"['Go Sun Smart, an occupational skin cancer prevention program', 'enhanced versus basic dissemination strategy']","['Educational', 'Control']",{}
26537907,"['Transanal Total Mesorectal Excision (TaTME)', 'conventional laparoscopic Total Mesorectal Excision (TME)']","['Surgical', 'Surgical']",{}
26536871,"['Weekly paclitaxel (PTX) alone or in combination with iniparib, either once-weekly (PWI) or twice-weekly (PTI)']",['Drug'],"{'paclitaxel': [{'dosage': '80 mg/m2'}], 'iniparib': [{'dosage': [{'schedule': 'once-weekly', 'amount': '11.2 mg/kg'}, {'schedule': 'twice-weekly', 'amount': '5.6 mg/kg'}]}]}"
26535565,"['Mailed FIT outreach (2400 patients)', 'Mailed colonoscopy outreach (2400 patients)', 'Usual care with opportunistic visit-based screening (1199 patients)']","['Educational', 'Educational', 'Control']",{}
26530749,"['Chemoradiation therapy (CRT)', 'Induction gemcitabine plus capecitabine (GEMCAP) chemotherapy', 'Capecitabine- or gemcitabine-based CRT']","['Drug', 'Drug', 'Drug']","{'Induction gemcitabine plus capecitabine (GEMCAP) chemotherapy': [{'dosage': 'gemcitabine: 1000 mg/m2 intravenously over 1 hour on days 1, 8, and 15 of a 28-day cycle; capecitabine: 830 mg/m2 orally, twice daily on days 1 to 21 of a 28-day cycle'}]}"
26530743,"['34 Gy in 1 fraction', '48 Gy in 4 consecutive daily fractions']","['Surgical', 'Surgical']",{}
26527777,"['Vismodegib, an SHH antagonist, plus gemcitabine (GV)', 'Gemcitabine plus placebo (GP)']","['Drug', 'Drug']",{}
26526623,"['Androgen-deprivation therapy', 'Toremifene 60 mg plus ADT (TOPADT)', 'Raloxifene 60 mg plus ADT (RAPADT)']","['Drug', 'Drug', 'Drug']",{}
26526317,"['cognitive behavioral stress management (CBSM)', 'comparison group']","['Psychological', 'Control']",{'cognitive behavioral stress management (CBSM)': [{'delivery_method': 'group-based'}]}
26526080,"['FOBT', 'colonoscopy', 'choice between FOBT and colonoscopy']","['Drug', 'Surgical', 'Control']",{'colonoscopy': [{'surgical_technique': 'not mentioned'}]}
26522334,"['Standard fractionation schedule of 74 Gy in 37 fractions', 'Hypofractionated schedules: 60 Gy in 20 fractions or 57 Gy in 19 fractions']","['Surgical', 'Surgical']",{}
26518022,"['Year-long intensive intervention of 52 group sessions and telephone counseling contacts', 'Non-intensive (control) of two in-person counseling sessions']","['Educational', 'Control']",{}
26518021,"['Cognitive-behavioral stress management (CBSM) intervention (n = 120)', '1-day psychoeducational seminar control (n = 120)']","['Psychological', 'Control']","{'Cognitive-behavioral stress management (CBSM) intervention (n = 120)': [{'delivery_method': 'group-based', 'exercise_activity_type': '-999', 'surgical_technique': '-999', 'dosage': '90-min sessions once per week for 10 weeks'}, {'delivery_method': 'psychoeducational classroom seminar'}]}"
26515383,"['High intensity (HI) resistance and endurance exercise', 'Low-to-moderate intensity (LMI) resistance and endurance exercise', 'Wait list control (WLC) group']","['Physical', 'Physical', 'Control']","{'High intensity (HI) resistance and endurance exercise': [{'exercise_activity_type': 'resistance and endurance'}, {'exercise_activity_type': 'resistance and endurance', 'frequency': 'twice per week', 'duration': '12 weeks'}, {'exercise_activity_type': 'endurance interval exercises', 'dosage': '2 × 8 minutes with alternating workloads, HI group cycled 30 seconds at a workload of 65 % of the MSEC and 60 seconds at 30 %, LMI group cycled 30 seconds at a workload of 45 % of the MSEC and 60 seconds at 30 %'}, {'exercise_activity_type': 'endurance interval session', 'dosage': '≥80 % of heart rate reserve (HRR)'}, {'exercise_activity_type': 'resistance and endurance', 'dosage': 'at least 30 minutes, three times per week complementary to the supervised exercise program'}], 'Low-to-moderate intensity (LMI) resistance and endurance exercise': [{'exercise_activity_type': 'resistance and endurance'}, {'exercise_activity_type': 'resistance and endurance', 'frequency': 'twice per week', 'duration': '12 weeks'}, {'exercise_activity_type': 'endurance interval exercises', 'dosage': '2 × 8 minutes with alternating workloads, HI group cycled 30 seconds at a workload of 65 % of the MSEC and 60 seconds at 30 %, LMI group cycled 30 seconds at a workload of 45 % of the MSEC and 60 seconds at 30 %'}, {'exercise_activity_type': 'endurance interval session', 'dosage': '40–50 % of heart rate reserve (HRR)'}, {'exercise_activity_type': 'resistance and endurance', 'dosage': 'twice a week, and home-based exercises, three times a week'}]}"
26515276,"['three mailed tailored newsletters addressing colorectal cancer screening and PA behaviors over approximately 6 months', 'motivational calls from a peer counselor for individuals who were not up-to-date for screening at baseline']","['Educational', 'Psychological']",{}
26512712,['home-based lifestyle counseling'],['Educational'],{}
